
52.0, -13.214936493430287, 38.76967289065942, 54.01724501000717, 79.80011530453339, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6387189843443167E9, 0.0, 2021-12-05 10:43:04.344
52.0, -252.81723700463772, 121.85155040631071, 120.21347422571853, 131.0442244973965, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6387189843443167E9, 0.0, 2021-12-05 10:43:04.344
0.0, 236.2102112513967, -3012.794216154609, -3029.9622269012034, -3017.485920649022, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6387189843674393E9, 0.0, 2021-12-05 10:43:04.367
1.0, 267.13170408504084, -3111.880995530635, -3099.6010340261273, -3067.004066012334, 0.06400000303983688, -0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6387189843808887E9, 0.0, 2021-12-05 10:43:04.380
1.0, 405.850203291513, -2935.628860368859, -2940.6758553590626, -2944.928121608682, 0.06400000303983688, -0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6387189843808887E9, 0.0, 2021-12-05 10:43:04.380
2.0, 534.162430871278, -2986.3755628676154, -3000.6563708484173, -3012.0518460134044, 0.06400000303983688, -0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6387189843979402E9, 0.0, 2021-12-05 10:43:04.397
2.0, 707.1627230215818, -2865.4795568999834, -2858.8580640284345, -2838.5952860685065, 0.06400000303983688, -0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6387189843979402E9, 0.0, 2021-12-05 10:43:04.397
3.0, 609.3194603808224, -3099.5355857769027, -3100.1657589194365, -2601.1004191823304, 0.06400000303983688, -0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6387189843983502E9, 0.0, 2021-12-05 10:43:04.398
3.0, 525.1492719780654, -3082.9771787230857, -3097.4636812014505, -2628.9103152528405, 0.06400000303983688, -0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6387189843983502E9, 0.0, 2021-12-05 10:43:04.398
4.0, 663.4507723394781, -2843.292600412853, -3323.4172168243676, -2832.6600648388267, 0.06400000303983688, -0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.638718984411059E9, 0.0, 2021-12-05 10:43:04.411
4.0, 552.6861553518102, -2741.4476448195055, -3233.1210722941905, -2719.587929578498, 0.06400000303983688, -0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.638718984411059E9, 0.0, 2021-12-05 10:43:04.411
5.0, 308.8222388410941, -2719.6907768272795, -3225.1980942380615, -2738.1340934587643, 0.06400000303983688, -0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6387189844270203E9, 0.0, 2021-12-05 10:43:04.427
5.0, 145.13990743039176, -2568.204259172082, -3068.281241847202, -2603.7613580008037, 0.06400000303983688, -0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6387189844270203E9, 0.0, 2021-12-05 10:43:04.427
6.0, 194.9665945400484, -2656.811838872265, -3124.79674002761, -2602.5458905152045, 0.06400000303983688, -0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6387189844271393E9, 0.0, 2021-12-05 10:43:04.427
6.0, 335.62610182352364, -2471.019218923524, -2959.3603955376893, -2470.9032820248976, 0.06400000303983688, -0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6387189844271393E9, 0.0, 2021-12-05 10:43:04.427
7.0, 443.48107664566487, -2525.99200837221, -3025.081657459028, -2551.778618566692, 0.06400000303983688, -0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.63871898444068E9, 0.0, 2021-12-05 10:43:04.440
7.0, 655.806416830048, -2393.494832742028, -2875.048090936616, -2353.2909082183614, 0.06400000303983688, -0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.63871898444068E9, 0.0, 2021-12-05 10:43:04.440
8.0, 552.9142892491072, -2608.2118389480747, -3109.7997412052937, -2133.5605661217123, 0.06400000303983688, -0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6387189844566932E9, 0.0, 2021-12-05 10:43:04.456
8.0, 462.0795991253108, -2612.9054133924656, -3112.6271055717953, -2161.957626485266, 0.06400000303983688, -0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6387189844566932E9, 0.0, 2021-12-05 10:43:04.456
9.0, 626.7922729738057, -2828.3909690394066, -3319.8362626167946, -2362.330246411264, 0.06400000303983688, -0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.638718984457274E9, 0.0, 2021-12-05 10:43:04.457
9.0, 532.5056551909074, -2751.779118447099, -3230.4302142760716, -2219.0771185085177, 0.06400000303983688, -0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.638718984457274E9, 0.0, 2021-12-05 10:43:04.457
